Detector throughput values
——
Wavelength_microns Throughput
2.1066004549999997 5.104995471298231e-12
2.1082085470000003 1.7115944150612187e-12
2.109816639 1.9264662016083697e-12
2.111424731 1.4036958672057997e-11
2.113032823 2.1389341147928077e-11
2.114640915 3.0853635593588284e-11
2.116249007 3.8303788988971326e-11
2.1178570989999996 9.43141263229209e-11
2.1194651909999997 9.669240409019886e-11
2.1210732830000003 9.856493041938725e-11
2.122681375 8.656743781126865e-11
2.124289466 8.084690459129908e-11
2.125897558 6.892341700191908e-11
2.1275056500000002 5.814321168791469e-11
2.129113742 6.649018039378544e-11
2.130721834 8.415181867674065e-11
2.1323299259999997 1.0817407404286173e-10
2.133938018 1.2313597311879021e-10
2.1355461100000004 1.414601061203205e-10
2.137154202 1.181317734638553e-10
2.138762294 1.0836050755898248e-10
2.140370386 6.208207709848457e-11
2.141978478 4.302563393730299e-11
2.14358657 3.7190970075594764e-11
2.1451946619999998 5.2925146503033605e-11
2.146802754 5.5124631088073924e-11
2.1484108460000004 4.0204391004314964e-11
2.150018938 1.2039128986639145e-11
2.15162703 3.682489027787642e-12
2.153235122 4.1096713249026066e-11
2.154843214 6.108050981492936e-11
2.156451305 9.112012613094332e-11
2.158059397 1.0304369488964739e-10
2.159667489 1.1398644005264198e-10
2.161275581 9.22120032216249e-11
2.1628836729999996 6.820431534882426e-11
2.164491765 6.73737176630631e-11
2.1660998570000003 6.685344994218029e-11
2.167707949 7.31584688018771e-11
2.169316041 4.402803543873154e-11
2.170924133 3.9988261178494946e-11
2.172532225 2.847933813407047e-11
2.174140317 4.652339104308224e-11
2.1757484089999997 4.558091815593382e-11
2.177356501 3.21247944621645e-11
2.1789645930000003 9.976154942792718e-12
2.180572685 5.060276746511283e-12
2.182180777 7.348525015815194e-11
2.183788869 2.7470535677820156e-11
2.185396961 1.0382475539215562e-11
2.187005053 2.1853645284019742e-12
2.1886131449999997 5.649716498948745e-12
2.1902212359999997 2.0427853020451445e-11
2.191829328 2.5726334319686748e-11
2.1934374200000004 1.9178928368922314e-11
2.195045512 1.8783704039325774e-12
2.196653604 5.587996762027008e-13
2.198261696 3.2609149159979203e-12
2.199869788 3.61762171147888e-11
2.20147788 1.2952502545225292e-10
2.203085972 1.8639458447838517e-10
2.204694064 2.44385432970708e-10
2.206302156 2.390872977733901e-10
2.207910248 2.908041462663901e-10
2.2095183400000002 2.7473246908312244e-11
2.211126432 2.185649141521342e-12
2.212734524 8.185867528016686e-13
2.2143426159999997 9.423801613164063e-13
2.215950708 1.8877756523651846e-12
2.2175588 3.029320640596652e-11
2.219166892 4.911168854104659e-10
2.220774984 6.886494675519481e-10
2.222383075 6.384879656842537e-10
2.2239911670000003 2.1439849081330153e-10
2.225599259 2.3513419182167383e-11
2.227207351 3.5141698860872637e-12
2.228815443 1.591016150652794e-11
2.230423535 1.3471647800295096e-10
2.232031627 3.0482355057923476e-10
2.2336397189999997 4.018973731570063e-10
2.2352478110000003 2.1954483193178955e-10
2.236855903 2.2277968590301165e-11
2.238463995 4.791278715994707e-12
2.240072087 4.910514548879022e-12
2.241680179 5.424805934218901e-12
2.243288271 6.045782332449812e-12
2.2448963629999996 6.804127367281748e-12
2.2465044549999997 8.372835209705137e-12
2.2481125470000003 3.780808034584777e-11
2.249720639 3.232520111034126e-10
2.251328731 1.0071536775061154e-09
2.252936823 1.849531110901096e-09
2.2545449140000002 2.976700016610273e-09
2.256153006 3.1901242802469434e-09
2.257761098 3.4041001337638403e-09
2.2593691899999997 4.658016392188505e-09
2.260977282 6.736187220547981e-09
2.262585374 9.015113213080397e-09
2.264193466 1.0563200175602655e-08
2.265801558 1.2259329867682196e-08
2.2674096500000003 1.1976634953963645e-08
2.269017742 1.1626514276104135e-08
2.270625834 4.751795460526249e-09
2.2722339259999997 2.772055546043815e-09
2.273842018 7.97823333125423e-09
2.2754501100000004 4.584341080754386e-09
2.277058202 3.51720624100434e-09
2.278666294 1.258920774575137e-09
2.280274386 4.83186172038598e-10
2.281882478 1.7385487448953617e-09
2.28349057 4.167739209042528e-10
2.285098662 1.0668850136508074e-10
2.286706753 6.096758604041345e-11
2.288314845 6.431164960333591e-11
2.2899229369999996 6.823583233202851e-11
2.291531029 7.276124356632337e-11
2.2931391210000003 7.797876666651188e-11
2.294747213 1.3694985865246976e-10
2.296355305 1.0509703848196933e-09
2.297963397 1.221141980844493e-08
2.299571489 2.531283335349312e-09
2.301179581 1.0426517969811627e-08
2.3027876729999996 6.542555839599537e-08
2.304395765 8.19152312240838e-08
2.3060038570000003 1.1253438853553654e-07
2.307611949 1.4791898102704322e-07
2.309220041 2.0194334419593804e-07
2.310828133 3.1752086776392877e-07
2.312436225 4.5551501588273154e-07
2.314044317 6.730565094791817e-07
2.3156524089999997 1.020859116105252e-06
2.3172605010000003 1.561246435079012e-06
2.318868592 2.3627196947834105e-06
2.3204766840000004 3.218083608589415e-06
2.322084776 4.358561776471216e-06
2.323692868 5.691719438325255e-06
2.32530096 7.151331946909533e-06
2.326909052 8.877775142256678e-06
2.328517144 1.0658764591583245e-05
2.3301252359999998 1.2648842513810441e-05
2.331733328 1.506809949412855e-05
2.33334142 1.8184515638408454e-05
2.334949512 2.176833010011418e-05
2.3365576040000002 2.5332058427622675e-05
2.338165696 2.8979936912743597e-05
2.339773788 3.252048021639663e-05
2.3413818799999997 3.476716306978099e-05
2.342989972 3.682450377526448e-05
2.344598064 3.831751906124894e-05
2.346206156 3.928951298130093e-05
2.347814248 4.019593057454357e-05
2.3494223400000003 3.9719676853096036e-05
2.3510304310000003 3.906268671718779e-05
2.352638523 3.857631202242462e-05
2.354246615 3.8560769276302886e-05
2.3558547069999998 3.869351356670062e-05
2.357462799 3.9284896828602435e-05
2.359070891 4.020047279935833e-05
2.3606789829999997 4.137310958355089e-05
2.3622870750000002 4.2206645815875464e-05
2.363895167 4.3080809585472094e-05
2.365503259 4.388387167904656e-05
2.367111351 4.440349966514894e-05
2.368719443 4.481504547554331e-05
2.370327535 4.5477675876334234e-05
2.371935627 4.6456217895924886e-05
2.3735437189999997 4.730865265541788e-05
2.3751518110000003 4.9220205287018504e-05
2.376759903 5.129549070979231e-05
2.378367995 5.312566481161108e-05
2.379976087 5.3236506428209775e-05
2.381584179 5.332652698234452e-05
2.383192271 5.260226771471064e-05
2.384800362 5.067122572421435e-05
2.3864084539999997 4.88026100120898e-05
2.388016546 4.750470373117338e-05
2.389624638 4.645259052879316e-05
2.39123273 4.5453619775298005e-05
2.392840822 4.532298735749112e-05
2.3944489140000003 4.536954390279186e-05
2.396057006 4.532756050566012e-05
2.397665098 4.443286198749918e-05
2.3992731899999997 4.3587416138121644e-05
2.400881282 4.29732658913779e-05
2.4024893740000004 4.270816482358569e-05
2.404097466 4.250428031082469e-05
2.405705558 4.272994478170465e-05
2.40731365 4.320741833228729e-05
2.408921742 4.370294949257035e-05
2.410529834 4.445904593351469e-05
2.4121379259999998 4.5297855289327836e-05
2.413746018 4.6166413643151833e-05
2.41535411 4.6977769361061615e-05
2.416962201 4.78007421621095e-05
2.418570293 4.8161626851994305e-05
2.4201783850000003 4.715949451852422e-05
2.421786477 4.622836371769382e-05
2.423394569 4.556053476380659e-05
2.425002661 4.523017731895506e-05
2.426610753 4.489863857303876e-05
2.428218845 4.453691826426468e-05
2.4298269369999996 4.415297852771846e-05
2.431435029 4.37738885373568e-05
2.4330431210000003 4.3249678010387064e-05
2.434651213 4.269561102527547e-05
2.436259305 4.215323304648074e-05
2.4378673969999998 4.235742161806119e-05
2.439475489 4.261309209385377e-05
2.441083581 4.284818472756139e-05
2.4426916729999997 4.2785777311773065e-05
2.4442997650000002 4.27386556882227e-05
2.4459078570000004 4.2594533066376616e-05
2.447515949 4.2067346436678846e-05
2.44912404 4.156088824688267e-05
2.450732132 4.129964358161824e-05
2.452340224 4.141961776130482e-05
2.453948316 4.154755705805504e-05
2.455556408 4.210562231652807e-05
2.4571644999999998 4.3162455244950127e-05
2.458772592 4.424689837781491e-05
2.460380684 4.449764746079281e-05
2.461988776 4.4111376913078166e-05
2.463596868 4.373012319086505e-05
2.46520496 4.343582113818585e-05
2.466813052 4.3195985672597486e-05
2.468421144 4.296971597751783e-05
2.470029236 4.2889840174458314e-05
2.471637328 4.2866366404488075e-05
2.47324542 4.285829232180641e-05
2.474853512 4.2540895309735254e-05
2.4764616040000003 4.212829218940858e-05
2.478069696 4.17346554284044e-05
2.479677788 4.197282610139253e-05
2.481285879 4.228907555260334e-05
2.4828939709999998 4.258960935194877e-05
2.484502063 4.305294474586048e-05
2.486110155 4.354010333300367e-05
2.4877182469999997 4.404129601517719e-05
2.489326339 4.439654912194518e-05
2.4909344310000003 4.4742336953215824e-05
2.492542523 4.508606336850236e-05
2.494150615 4.421199457931968e-05
2.495758707 4.333953274315353e-05
2.497366799 4.248753022171899e-05
2.498974891 4.1286797624975424e-05
2.499778162 0.0003114526464023762
2.5011293930000003 0.00029699998474433625
2.502480624 0.0002808598583785213
2.5038318559999997 0.00027252402274553626
2.505183087 0.0002655159444021203
2.506534319 0.0002497517840514252
2.50788555 0.0002295676286503205
2.509236782 0.00021186867658804182
2.510588013 0.00019614269438845248
2.511939244 0.00018304333862352874
2.5132904760000003 0.00016760145687536656
2.514641707 0.00014992444255583148
2.515992939 0.00013235122900727843
2.51734417 0.00012740406765120158
2.5186954019999996 0.00010851591401439973
2.5200466329999998 0.00010490816740550587
2.521397865 9.22391768341186e-05
2.522749096 8.310718783804837e-05
2.524100327 7.245984198674307e-05
2.525451559 6.117302887698534e-05
2.52680279 5.6345023628017305e-05
2.5281540220000003 4.681467318374171e-05
2.529505253 4.862267408710314e-05
2.5308564849999997 4.113015785550084e-05
2.532207716 3.226857962619011e-05
2.533558948 3.669841986127812e-05
2.534910179 3.180320392736879e-05
2.5362614100000003 2.654035206386732e-05
2.537612642 2.1534923945563288e-05
2.538963873 1.8413105867435025e-05
2.5403151050000004 1.849796987196188e-05
2.5416663359999996 1.4496259072118531e-05
2.5430175680000002 1.2182598158806244e-05
2.544368799 1.5695988221194977e-05
2.54572003 1.4209371760948674e-05
2.547071262 1.2821936448100814e-05
2.548422493 1.8798167791328017e-05
2.549773725 1.835159532268523e-05
2.551124956 1.3567902800893565e-05
2.552476188 1.1634710662060667e-05
2.553827419 1.0206944717080792e-05
2.5551786510000003 5.451305036766554e-06
2.556529882 9.392610516887963e-06
2.557881113 8.830757358218274e-06
2.559232345 1.0876276811040338e-05
2.560583576 1.1679043327059935e-05
2.561934808 6.197024093927263e-06
2.5632860390000003 4.79241336341691e-06
2.564637271 6.388308419669706e-06
2.565988502 1.0128002621139307e-05
2.567339733 6.742507183915691e-06
2.5686909649999996 6.786094216178384e-06
2.5700421959999997 4.129423086472732e-06
2.571393428 6.315909596576482e-07
2.572744659 3.3773004430780794e-06
2.574095891 7.087324374430792e-06
2.575447122 6.372840751890055e-06
2.576798354 3.936823511962069e-08
2.5781495850000002 5.788107057317735e-07
2.5795008160000004 1.095599109065072e-06
2.580852048 3.4806477285666533e-06
2.582203279 6.846805127727898e-06
2.583554511 4.471568069697908e-06
2.584905742 5.723143437715362e-07
2.586256974 8.082138678436679e-07
2.587608205 3.5891049648568203e-06
2.588959437 3.041369277602001e-06
2.590310668 5.433953039844081e-06
2.591661899 5.555076537950095e-06
2.593013131 2.0068646677015517e-06
2.594364362 3.521957950268286e-07
2.5957155939999996 1.6600212439052828e-06
2.5970668249999997 4.3798244736733165e-09
2.598418057 1.4871849364957115e-07
2.599769288 2.1816014222280393e-06
2.601120519 6.205385329944682e-07
2.602471751 3.1580784136451017e-07
2.603822982 6.981581334602966e-07
2.6051742140000003 2.01323241744367e-06
2.6065254450000004 3.7026529300374845e-06
2.607876677 1.658987790266044e-06
2.609227908 2.4262412320400344e-06
2.61057914 5.4990095904217306e-06
2.611930371 2.7545923856535876e-06
2.613281602 6.938345948555706e-09
2.614632834 2.0445509467538526e-06
2.615984065 1.6696908193782435e-06
2.617335297 1.406729440738598e-06
2.618686528 3.8551705020384496e-07
2.62003776 1.3178429641866654e-06
2.621388991 2.607507762918234e-06
2.622740222 3.2684741549584963e-06
2.6240914539999998 1.8862120530336645e-06
2.625442685 7.546276488015373e-08
2.626793917 7.231598873164493e-07
2.628145148 3.160911836652822e-06
2.62949638 4.214523127692467e-06
2.630847611 2.925357146707884e-06
2.6321988430000003 2.1002891623512054e-08
2.6335500740000004 4.868841467052198e-08
2.634901305 2.8194544048152275e-07
2.636252537 2.6257803948077034e-07
2.637603768 3.2279807229442905e-06
2.6389549999999997 1.386854771045692e-06
2.640306231 7.612618989417431e-07
2.641657463 4.353823468843781e-07
2.643008694 5.605809961000906e-08
2.6443599250000003 6.52279186699523e-07
2.645711157 5.316974210745117e-06
2.6470623879999997 1.8653616290677084e-06
2.64841362 4.450434976737666e-09
2.649764851 4.449468135621604e-09
2.651116083 2.6250562485804287e-06
2.652467314 8.673398930507886e-07
2.653818546 1.6075400565820282e-06
2.6551697770000002 8.719112307770941e-07
2.6565210080000004 2.452490721576627e-07
2.65787224 2.7647641808117314e-06
2.659223471 4.442137252035269e-09
2.6605747030000004 3.4081016066797367e-08
2.6619259339999997 5.481467294849994e-07
2.663277166 7.282315499897743e-07
2.664628397 2.6868090248983936e-06
2.6659796289999997 3.2451717917510694e-07
2.66733086 1.9664439253792496e-06
2.668682091 1.613706478984627e-06
2.670033323 2.411894162185186e-06
2.6713845540000003 2.1755811783584594e-06
2.672735786 1.109771079729898e-06
2.6740870169999997 4.907375154824969e-07
2.675438249 1.8504274167002105e-07
2.67678948 2.0145192821466708e-08
2.678140711 3.133324455475521e-06
2.679491943 3.7860662100471903e-07
2.680843174 8.779311600503029e-09
2.6821944060000003 1.803492824138916e-06
2.6835456370000004 8.910723697257305e-07
2.684896869 1.8275014160026672e-06
2.6862481 8.615039288364708e-07
2.6875993319999996 5.759776413901585e-09
2.6889505629999997 8.098867126670362e-07
2.690301794 8.480924062793857e-09
2.691653026 4.397458884851448e-09
2.693004257 4.7576820656406273e-07
2.694355489 1.1013786349534166e-06
2.69570672 3.7418868339502144e-06
2.697057952 2.2479417935582053e-06
2.6984091830000003 1.9409642076832832e-07
2.699760414 4.39592409798596e-09
2.7011116459999998 4.398370607298405e-09
2.702462877 5.1911377362153875e-09
2.703814109 6.227505115917769e-07
2.70516534 1.1741204062394372e-06
2.706516572 1.9562527929830343e-06
2.707867803 4.41288718811964e-09
2.7092190350000003 1.6639410456411165e-06
2.7105702660000004 3.742396426979622e-08
2.7119214969999996 2.934080658196256e-08
2.713272729 1.5430161179192548e-06
2.71462396 1.331088125438311e-06
2.7159751919999997 5.352260084103629e-07
2.717326423 1.7875532861442395e-06
2.718677655 2.5469920918273794e-06
2.720028886 2.0551727935174636e-06
2.7213801170000003 1.195764547992436e-06
2.722731349 1.9217741028710356e-06
2.7240825799999997 1.2941724827647733e-06
2.7254338120000003 2.6805826689060346e-07
2.726785043 1.552817605155739e-07
2.7281362749999998 5.345681812423914e-07
2.729487506 3.7478578333484524e-07
2.730838738 5.748535479059742e-07
2.732189969 1.4462628446304127e-07
2.7335412000000003 1.2523155712261588e-06
2.734892432 4.759273498798466e-07
2.736243663 1.2605914318435957e-06
2.737594895 3.907376033839388e-07
2.7389461259999996 8.517067659700073e-09
2.740297358 2.2961711633995537e-06
2.741648589 5.162647637127092e-09
2.7429998209999997 1.0112323172712451e-06
2.744351052 2.7987710471514913e-06
2.745702283 1.7065744613182795e-06
2.747053515 4.374886475752406e-06
2.7484047460000003 3.4345577768436997e-06
2.749755978 1.9135343329888267e-06
2.7511072089999997 3.3994971749625445e-06
2.7524584410000004 1.3172530907445897e-07
2.753809672 4.162359297593298e-07
2.755160903 4.425159490249534e-09
2.756512135 2.49252250651672e-07
2.757863366 2.592756804252825e-06
2.7592145980000002 2.667001662895166e-06
2.760565829 6.4115362186256895e-09
2.761917061 1.2615476500273176e-06
2.7632682920000002 1.617040840315591e-06
2.764619524 1.8964590791764906e-07
2.7659707549999997 9.238788905277911e-07
2.767321986 1.2901628691742114e-06
2.768673218 1.181996227396114e-06
2.770024449 1.3260046515125362e-06
2.771375681 2.0412068649642887e-08
2.772726912 1.2706156196313163e-06
2.774078144 4.047757936328037e-06
2.7754293750000003 3.0490167817933994e-06
2.776780606 1.635740520296082e-06
2.7781318379999997 5.258349441988811e-08
2.779483069 1.5407006565487727e-06
2.780834301 1.8133311894923727e-07
2.782185532 5.547267672302071e-07
2.783536764 2.347760368538174e-06
2.784887995 6.05414944714466e-08
2.786239227 4.071453665626575e-07
2.787590458 3.2014058959074453e-06
2.788941689 2.1251224593467554e-06
2.7902929210000003 3.1042400460532623e-06
2.791644152 1.8340886574634405e-06
2.7929953839999997 4.587419475378434e-06
2.794346615 4.170663167544658e-06
2.795697847 4.227726796005759e-06
2.797049078 2.772700656848285e-06
2.7984003090000003 3.9186016257852295e-06
2.799751541 5.84196025796323e-07
2.801102772 2.522559464097892e-06
2.8024540040000003 1.3348247080282811e-06
2.803805235 4.782021391213303e-07
2.8051564669999998 4.176123949052801e-06
2.806507698 4.7824687894596066e-06
2.80785893 5.5866091961827956e-06
2.8092101609999998 4.373192582308958e-06
2.810561392 1.6879588828799015e-06
2.811912624 1.3774569822559142e-06
2.813263855 2.766976025550505e-06
2.814615087 5.553382581742119e-07
2.8159663179999996 2.5004016475829534e-06
2.8173175500000003 3.414270388203568e-08
2.818668781 1.2411326066777514e-08
2.8200200129999997 3.3382119356712015e-06
2.821371244 4.541289138525727e-06
2.822722475 6.62396689939868e-06
2.824073707 8.029716605843493e-06
2.8254249380000003 1.231335164148404e-05
2.82677617 7.83623582366073e-06
2.828127401 3.3863367296640563e-06
2.8294786330000004 3.8458984049214774e-06
2.830829864 1.727343945893221e-07
2.8321810949999997 4.432922371432999e-09
2.833532327 4.4304608895077726e-09
2.834883558 1.1879952426403438e-06
2.83623479 2.941318590221993e-06
2.837586021 2.5733586073956606e-06
2.838937253 5.602504617788687e-07
2.8402884840000002 1.9019433753365138e-06
2.841639716 2.8875288758656246e-06
2.8429909469999997 1.2711690883154392e-06
2.8443421779999998 1.523607925390664e-06
2.84569341 5.094506948164416e-06
2.847044641 2.7531136186064498e-06
2.848395873 1.8793939248446733e-06
2.849747104 6.4915624238900635e-06
2.851098336 4.591446128313974e-06
2.8524495670000003 4.276185376113915e-06
2.8538007980000004 8.779238682123767e-06
2.85515203 8.644992342629646e-06
2.856503261 5.137575646718079e-06
2.8578544929999996 5.263770760655027e-06
2.8592057239999997 1.4614969195780922e-06
2.860556956 4.359092247689121e-09
2.861908187 4.111243396372478e-08
2.863259419 1.6718812612729516e-06
2.86461065 2.3621599838486368e-07
2.865961881 4.350332645209976e-09
2.8673131130000002 6.454869024479339e-07
2.868664344 1.0249614406254784e-06
2.8700155759999997 2.75142471367273e-06
2.871366807 3.629068676867606e-06
2.872718039 3.282753405095374e-06
2.87406927 9.57306312519874e-07
2.8754205010000002 8.603797180124265e-07
2.876771733 2.0531363752355825e-06
2.878122964 2.2961408564656427e-06
2.8794741960000003 5.333115705368314e-06
2.8808254270000004 3.5332237664377546e-06
2.882176659 1.659891879288494e-06
2.88352789 1.0780546182093146e-06
2.8848791219999996 8.452027938495285e-07
2.8862303529999997 2.3613623127257455e-06
2.887581584 1.8434784440386405e-06
2.888932816 2.8768565558695653e-06
2.890284047 2.417458510464977e-08
2.891635279 1.5213515752351106e-07
2.89298651 6.471005253379933e-07
2.8943377420000003 1.3842208635628375e-06
2.895688973 5.175766401556998e-06
2.8970402049999997 2.7351562851630545e-06
2.898391436 2.053973457603925e-06
2.899742667 2.833058606658531e-06
2.901093899 1.215837967593729e-06
2.9024451300000003 1.2327291197672506e-06
2.903796362 5.282364956517575e-07
2.905147593 6.6046903591489526e-09
2.9064988250000003 5.551879813477148e-08
2.907850056 6.401253493680985e-06
2.9092012869999997 2.747048102744999e-06
2.910552519 1.0787934629243174e-06
2.91190375 1.879829106715949e-06
2.9132549819999998 1.278268624575652e-08
2.914606213 4.275315279629047e-09
2.915957445 1.3775364031445559e-06
2.917308676 2.555653291726269e-06
2.918659908 2.1949574614004347e-06
2.920011139 3.510635843296448e-06
2.9213623699999998 9.346904932189286e-07
2.922713602 4.580027335638332e-06
2.924064833 6.635062826635703e-06
2.925416065 4.797040590395223e-06
2.926767296 5.569343305030953e-07
2.928118528 5.273001220570127e-07
2.9294697590000003 6.60663564098072e-07
2.93082099 1.7772722146059438e-06
2.932172222 1.4799454532114957e-06
2.933523453 3.6363078926405666e-06
2.934874685 3.990641856672074e-06
2.9362259159999997 3.364063590091632e-06
2.937577148 4.320536251923568e-06
2.938928379 4.929931108788727e-06
2.940279611 4.239189755961599e-06
2.941630842 5.497538804880951e-06
2.942982073 2.3723724634840604e-06
2.9443333050000002 1.7807456632043432e-06
2.9456845360000004 2.8450989060859964e-06
2.947035768 6.677185469556443e-07
2.948386999 2.535193804466655e-06
2.949738231 2.2416239628236296e-06
2.951089462 3.635891774364213e-08
2.952440694 4.996063348042795e-06
2.953791925 6.71028488024542e-06
2.955143156 6.937513641463141e-06
2.956494388 3.7678060321479733e-06
2.957845619 3.3105464564591235e-06
2.959196851 4.42550470806369e-09
2.960548082 4.0755551099095055e-09
2.9618993139999996 4.0700816727537226e-09
2.9632505449999997 4.064818965856646e-09
2.964601776 1.867083301557407e-08
2.965953008 2.514416306786515e-06
2.967304239 1.9695319306719347e-06
2.968655471 5.07542605672415e-06
2.970006702 5.386259577152558e-06
2.9713579340000003 4.3739202472759015e-06
2.9727091650000004 2.07746243289389e-06
2.974060397 4.117536816335515e-06
2.975411628 5.313837920414722e-06
2.976762859 8.475298887536715e-07
2.978114091 2.965024005040559e-06
2.979465322 2.2912892446083555e-06
2.980816554 3.8486156001719135e-06
2.982167785 5.4283289266033385e-06
2.983519017 2.319053502783075e-06
2.984870248 7.087105667123091e-07
2.9862214789999997 3.331340659936558e-07
2.987572711 3.463243151902267e-06
2.988923942 6.815032536040998e-06
2.9902751739999998 6.645320558443626e-06
2.991626405 4.988246747213173e-06
2.992977637 6.035932629985228e-06
2.994328868 5.549517324735987e-06
2.9956801 3.4981435418332656e-06
2.997031331 3.456850656796708e-06
2.9983825619999998 2.6781138727237335e-06
2.9997337940000004 3.693982371323801e-06
3.001085025 3.1933452285385717e-06
3.002436257 4.677185602179537e-06
3.003787488 3.0044334058553855e-06
3.0051387199999997 4.3244167566785385e-06
3.006489951 6.3048292836185185e-06
3.007841182 5.911959758879184e-06
3.009192414 4.3765977069091295e-06
3.0105436450000003 4.952165205150032e-06
3.011894877 5.3983997669831825e-06
3.0132461079999997 7.658094985642812e-06
3.01459734 9.817496989339339e-06
3.015948571 9.4562386446197e-06
3.017299803 1.0375803263480032e-05
3.018651034 8.78781903977653e-06
3.020002265 5.071464254163586e-06
3.021353497 5.71599409931794e-06
3.0227047280000003 2.8817102916094644e-06
3.02405596 2.2094672876304447e-06
3.0254071909999998 5.170424314101641e-06
3.0267584230000004 2.297021063068796e-06
3.0281096539999997 1.6255486855873234e-06
3.029460886 2.3660176507137982e-06
3.030812117 2.9110977403034074e-06
3.032163348 2.1234976012921202e-06
3.03351458 3.2497337413130103e-06
3.034865811 1.3322951677720808e-06
3.036217043 2.25189113487546e-06
3.0375682740000003 4.052306331387748e-06
3.038919506 7.182833517683209e-06
3.0402707369999997 1.039442787347473e-05
3.041621968 8.050244987407076e-06
3.0429732 5.48543078381701e-06
3.044324431 5.767865996235153e-06
3.045675663 4.0910246828365796e-06
3.047026894 4.825310900650079e-06
3.0483781260000002 2.341079411787034e-06
3.0497293570000004 5.014156065584978e-06
3.051080589 5.307492393013484e-06
3.05243182 6.368751605983754e-06
3.053783051 1.0008343355696476e-05
3.0551342829999997 9.900757193144116e-06
3.056485514 5.4995595095109635e-06
3.057836746 7.1583657170006564e-06
3.059187977 6.544848019732835e-06
3.060539209 6.384078068645921e-06
3.06189044 6.58028486799801e-06
3.063241671 9.357471260368296e-06
3.0645929030000003 7.857022591227032e-06
3.065944134 9.643698267155804e-06
3.0672953659999997 1.1071036388751565e-05
3.068646597 8.094303031372765e-06
3.069997829 3.536023664216148e-06
3.07134906 5.172265034852657e-06
3.072700292 7.776505723285828e-06
3.074051523 7.792509272277753e-06
3.075402754 7.051388518108054e-06
3.0767539860000004 6.680477865343475e-06
3.0781052169999996 4.594784826475643e-06
3.079456449 2.3018230523489787e-06
3.08080768 7.467444469932521e-06
3.0821589119999997 7.53783951008102e-06
3.083510143 5.2810908857972384e-06
3.084861374 6.181140935964133e-06
3.086212606 7.029606792015883e-06
3.0875638370000003 5.921567532415003e-06
3.088915069 5.104421284500238e-06
3.0902662999999997 5.996355915967328e-06
3.0916175320000003 4.319637856616776e-06
3.092968763 2.3492255033991966e-06
3.0943199949999998 6.274161114370657e-06
3.095671226 5.7470327700175e-06
3.097022457 3.894815300659954e-06
3.098373689 4.643257279576025e-06
3.0997249200000003 3.6750842522640102e-06
3.101076152 6.682432647477869e-06
3.102427383 1.2874620261864327e-05
3.103778615 9.156854167841606e-06
3.1051298459999996 8.259422983995975e-06
3.106481078 8.410185699445022e-06
3.107832309 7.363834377748508e-06
3.10918354 9.005902863884575e-06
3.110534772 2.5029375046817166e-06
3.111886003 1.2631370784043818e-06
3.113237235 3.844629853418325e-06
3.1145884660000003 4.588921655863336e-06
3.115939698 7.047662289392577e-06
